fold,rank1,rank2,rank3,n_train,n_val,val_mse,val_r2,fit_iterations,train_mse
5,10,5,1,318,79,8.26500036850168,0.236226517938372,4000,5.1195717001348
1,1,1,2,317,80,11.7238274782628,-0.0908104075709002,4000,6.80098193736113
2,1,1,2,317,80,9.34995260615414,0.140901539700109,4000,8.09706353571436
3,1,1,2,318,79,9.36144675130232,0.0655389799935735,4000,7.18868432689057
4,1,1,2,318,79,6.19612606055391,0.315032461215343,4000,7.1954404596685
5,1,1,2,318,79,7.55320115338557,0.302004296621826,4000,7.91328941027754
1,2,1,2,317,80,11.5941474937569,-0.0787446997621755,4000,6.28407107462405
2,2,1,2,317,80,9.53340447849811,0.124045494786459,4000,8.75515367810506
3,2,1,2,318,79,9.8390155879621,0.0178679870280573,4000,6.84683255271448
4,2,1,2,318,79,7.26701442332645,0.196648206441826,4000,8.76926571619857
5,2,1,2,318,79,7.07108765018943,0.346556685329317,4000,7.57764573864419
1,3,1,2,317,80,11.5625522809924,-0.0758050124478733,4000,6.28289449933698
2,3,1,2,317,80,9.63197495494079,0.114988577804099,4000,8.14223739604081
3,3,1,2,318,79,9.88524502073374,0.0132533581090715,4000,6.84639678039288
4,3,1,2,318,79,7.26018729871376,0.19740292942474,4000,8.85171022168479
5,3,1,2,318,79,6.94645384727822,0.358074167408914,4000,7.54319523005821
1,4,1,2,317,80,11.5527285548826,-0.0748909916042859,4000,6.32485556139763
2,4,1,2,317,80,11.078311396069,-0.0179046529948459,4000,8.94866089579669
3,4,1,2,318,79,9.96768168195405,0.00502451821110039,4000,6.84319683548408
4,4,1,2,318,79,7.27807207374201,0.195425808524828,4000,8.85537895419695
5,4,1,2,318,79,7.57542746680369,0.29995035009601,4000,7.90213332829479
1,5,1,2,317,80,11.6026841441088,-0.0795389682778844,4000,6.32806913867438
2,5,1,2,317,80,11.4680137459141,-0.0537115391716656,4000,9.0488429827389
3,5,1,2,318,79,9.77799598466191,0.0239589729894266,4000,7.08265531425039
4,5,1,2,318,79,7.27118030804858,0.196187677431104,4000,8.82545784758113
5,5,1,2,318,79,7.65198727696734,0.29287541359419,4000,8.01790317435744
1,6,1,2,317,80,11.5376135146693,-0.0734846553880577,4000,6.29771835859507
2,6,1,2,317,80,9.86718921215829,0.093376467590499,4000,8.26754024460276
3,6,1,2,318,79,9.80516545573061,0.0212469123088099,4000,7.09175654413598
4,6,1,2,318,79,7.27558845451741,0.195700366939379,4000,8.88546640731535
5,6,1,2,318,79,7.64317968668778,0.293689328124917,4000,7.99884661505608
1,7,1,2,317,80,11.5150352049443,-0.0713839203440565,4000,6.3011161668456
2,7,1,2,317,80,9.26388238743869,0.148809899826709,4000,7.90793351249843
3,7,1,2,318,79,9.80155689544781,0.0216071193379374,4000,7.1029190214959
4,7,1,2,318,79,7.46878587113832,0.174342835205987,4000,8.85131879309966
5,7,1,2,318,79,7.68603647909706,0.289728907059097,4000,8.08816050700455
1,8,1,2,317,80,11.513477497493,-0.071238987854817,4000,6.30747165429963
2,8,1,2,317,80,10.1299242215523,0.0692356776266347,4000,8.4094194171754
3,8,1,2,318,79,9.78971909932558,0.0227887699238859,4000,7.2791313726196
4,8,1,2,318,79,7.58227924964372,0.161796402260068,4000,8.87478590873428
5,8,1,2,318,79,7.57556201765097,0.299937916174103,4000,8.06440318388995
1,9,1,2,317,80,11.5086641425757,-0.0707911428444061,4000,6.31169196613734
2,9,1,2,317,80,10.767654342873,0.0106393415390177,4000,8.77914209693058
3,9,1,2,318,79,9.78525076365985,0.0232347998608025,4000,7.36264129775728
4,9,1,2,318,79,7.58637239883377,0.161343913995758,4000,8.88477125740213
5,9,1,2,318,79,7.57348756501552,0.300129617546409,4000,8.062368140733
1,10,1,2,317,80,11.5119662447082,-0.071098377608785,4000,6.31211194015608
2,10,1,2,317,80,10.9135776640928,-0.00276848049627576,4000,8.85804602662411
3,10,1,2,318,79,9.77231675725906,0.0245258743213144,4000,7.32155343443617
4,10,1,2,318,79,7.58487872956538,0.161509035710929,4000,8.85991689834683
5,10,1,2,318,79,7.58615417904454,0.298959088390748,4000,8.06971391415696
1,1,2,2,317,80,12.9227547715271,-0.202361210569182,4000,5.96621122245762
2,1,2,2,317,80,7.83022838405546,0.280537834586361,4000,6.62400316365659
3,1,2,2,318,79,8.8382722361466,0.11776233863264,4000,6.67537352258511
4,1,2,2,318,79,5.78624448349486,0.360343930395848,4000,6.34428229867835
5,1,2,2,318,79,7.38550965183414,0.317500765628674,4000,6.63537802203198
1,2,2,2,317,80,10.2399014624661,0.0472572964359567,4000,4.87327878772731
2,2,2,2,317,80,9.60033327201527,0.117895899608567,4000,6.62850467644637
3,2,2,2,318,79,7.89690644576148,0.211729613141791,4000,5.62379922439086
4,2,2,2,318,79,6.09724538546396,0.325963493280832,4000,7.03265207457038
5,2,2,2,318,79,7.93927500914531,0.266326987486988,4000,7.25834124838139
1,3,2,2,317,80,10.5185618043164,0.0213301321518363,4000,4.42497381772989
2,3,2,2,317,80,9.26853402522289,0.148382495001615,4000,6.21982370894863
3,3,2,2,318,79,7.43499726740252,0.257837456664973,4000,5.13740590645055
4,3,2,2,318,79,5.23940965768608,0.420795267424083,4000,5.79516668010484
5,3,2,2,318,79,7.77599220341145,0.281416046353994,4000,6.935876673901
1,4,2,2,317,80,11.2154551842334,-0.0435103436390387,4000,4.08801327318204
2,4,2,2,317,80,7.9422494679374,0.270245040094467,4000,5.49671248893119
3,4,2,2,318,79,7.7266003372988,0.228729594453999,4000,4.82141026747137
4,4,2,2,318,79,5.16524562819868,0.428993930951564,4000,5.60943578917469
5,4,2,2,318,79,8.2950251941687,0.233451906368433,4000,6.81512498197517
1,5,2,2,317,80,11.2330810347437,-0.0451502911062409,4000,4.08826904545715
2,5,2,2,317,80,7.8669667417331,0.277162216779055,4000,5.42425919047425
3,5,2,2,318,79,7.55145325042738,0.246212802957668,4000,4.76701882243894
4,5,2,2,318,79,5.12802481023731,0.433108607092978,4000,5.58249469675043
5,5,2,2,318,79,8.07443746728441,0.253836546265675,4000,7.01058475222153
1,6,2,2,317,80,11.2381250288094,-0.0456195952846621,4000,4.07741932475427
2,6,2,2,317,80,7.8462003039999,0.279070292192268,4000,5.44559031889621
3,6,2,2,318,79,7.6719121496454,0.234188577555065,4000,4.80915315259756
4,6,2,2,318,79,5.08974140135425,0.437340750226064,4000,5.60431847894992
5,6,2,2,318,79,7.96733164986857,0.263734257030276,4000,7.02368013886318
1,7,2,2,317,80,11.2340576746734,-0.0452411598094711,4000,4.0603765607816
2,7,2,2,317,80,7.87400593400285,0.276515437111239,4000,5.46244157416972
3,7,2,2,318,79,7.94025704021826,0.207402350295551,4000,4.82260795375888
4,7,2,2,318,79,5.11328230460809,0.434738357310723,4000,5.62795981178443
5,7,2,2,318,79,8.17456826672373,0.244583400961429,4000,6.96227241443873
1,8,2,2,317,80,11.2331801813583,-0.0451595159229092,4000,4.05553119952544
2,8,2,2,317,80,8.09093359978547,0.256583547451431,4000,5.46766421482274
3,8,2,2,318,79,7.84722497334793,0.216688825176034,4000,4.81045864629919
4,8,2,2,318,79,5.10728837926232,0.435400972023791,4000,5.63781714664075
5,8,2,2,318,79,8.09729168643806,0.251724574606326,4000,7.02712620140465
1,9,2,2,317,80,11.2311725530051,-0.0449727218143878,4000,4.05343428556175
2,9,2,2,317,80,8.1266095314051,0.253305548170022,4000,5.47709936055499
3,9,2,2,318,79,7.79102655663796,0.222298559568237,4000,4.83539352619256
4,9,2,2,318,79,5.10056937392064,0.436143742669029,4000,5.64009769318322
5,9,2,2,318,79,8.09938793850518,0.251530858735885,4000,7.03782643483177
1,10,2,2,317,80,11.2360888617004,-0.0454301458682338,4000,4.05550730172768
2,10,2,2,317,80,8.14827158910026,0.251315180817721,4000,5.4770788319572
3,10,2,2,318,79,7.79111238300751,0.222289992367144,4000,4.83366191992774
4,10,2,2,318,79,5.11714109170478,0.434311777238839,4000,5.6235735632512
5,10,2,2,318,79,8.10250244736936,0.251243045163707,4000,7.03029944351376
1,1,3,2,317,80,12.9244285639057,-0.202516943852541,4000,5.97303310705967
2,1,3,2,317,80,7.83715638442634,0.279901271525319,4000,6.62263323994179
3,1,3,2,318,79,9.70602788239854,0.0311428397608308,4000,7.38233633768986
4,1,3,2,318,79,6.23840998214664,0.310358070568593,4000,6.59405997330945
5,1,3,2,318,79,7.40605335234635,0.315602310338286,4000,6.68313744474543
1,2,3,2,317,80,11.6397619814778,-0.0829887709099439,4000,4.37544564764523
2,2,3,2,317,80,8.23877080645827,0.242999872541245,4000,5.69374440749352
3,2,3,2,318,79,7.8747352338662,0.213942746841405,4000,4.95259984835213
4,2,3,2,318,79,6.93554327532256,0.233291582352428,4000,6.33336610001874
5,2,3,2,318,79,7.73935414284362,0.28480179080024,4000,6.03242949689471
1,3,3,2,317,80,10.170337408184,0.0537296873462113,4000,4.51582295750227
2,3,3,2,317,80,12.2289607817776,-0.123629372386114,4000,5.84551004223398
3,3,3,2,318,79,8.8369362382006,0.117895698148162,4000,4.95292409252947
4,3,3,2,318,79,8.85081883877768,0.0215622572913795,4000,6.12760958000013
5,3,3,2,318,79,7.88662097060373,0.271192777755405,4000,5.57005609072335
1,4,3,2,317,80,11.8351598308093,-0.101169011796547,4000,3.8775020974957
2,4,3,2,317,80,10.7944833802557,0.00817421837982313,4000,5.24538886657137
3,4,3,2,318,79,7.70856198456905,0.230530185531305,4000,4.35776752038358
4,4,3,2,318,79,7.50173530185799,0.170700351137096,4000,5.03098871531076
5,4,3,2,318,79,7.5142825754376,0.305600785003059,4000,4.84858465405988
1,5,3,2,317,80,11.8540661063211,-0.102928092790783,4000,3.65433393523974
2,5,3,2,317,80,10.9034059816751,-0.001833879320017,4000,5.03231281149043
3,5,3,2,318,79,7.88795587306109,0.212623060652357,4000,4.01285249989279
4,5,3,2,318,79,6.83491480651192,0.244415829009012,4000,4.70329897112799
5,5,3,2,318,79,7.32013680127901,0.323541908698803,4000,5.0475794366678
1,6,3,2,317,80,11.631047279432,-0.0821779360773753,4000,3.57328678463124
2,6,3,2,317,80,9.57349436530697,0.120361929587591,4000,4.50901017512185
3,6,3,2,318,79,8.20362647624313,0.181112773655906,4000,4.07057727654885
4,6,3,2,318,79,6.7380897756249,0.255119614317973,4000,4.70251971100066
5,6,3,2,318,79,7.12084248122023,0.341958812510024,4000,4.67854167091772
1,7,3,2,317,80,11.615960270905,-0.0807742079902012,4000,3.56563426560488
2,7,3,2,317,80,9.535171212924,0.123883162538481,4000,4.55564683371805
3,7,3,2,318,79,8.482331090692,0.153292437203941,4000,4.06970919906288
4,7,3,2,318,79,6.72221328868119,0.25687472357174,4000,4.72158305949735
5,7,3,2,318,79,7.27773518273756,0.327460266883259,4000,4.78576716809971
1,8,3,2,317,80,11.6672550087126,-0.0855467819604301,4000,3.5573675998144
2,8,3,2,317,80,9.71439578775879,0.107415532939254,4000,4.54354907120755
3,8,3,2,318,79,8.39961740512472,0.161548929713812,4000,4.08222880622777
4,8,3,2,318,79,6.73837100500548,0.255088525054333,4000,4.72121006539405
5,8,3,2,318,79,7.27745690303789,0.327485982871853,4000,4.78745738198115
1,9,3,2,317,80,11.6433382102297,-0.0833215110112189,4000,3.55482135269759
2,9,3,2,317,80,9.69246382124084,0.109430700230532,4000,4.55856959508237
3,9,3,2,318,79,8.43265303311265,0.158251308368922,4000,4.07852530474109
4,9,3,2,318,79,6.6912982562113,0.260292309575544,4000,4.72110387391199
5,9,3,2,318,79,7.20308963224689,0.334358305537431,4000,4.74421647260059
1,10,3,2,317,80,11.6422196634651,-0.0832174389874381,4000,3.55529531794392
2,10,3,2,317,80,9.71588053230507,0.107279110669819,4000,4.55985224565865
3,10,3,2,318,79,8.44294163330551,0.157224298753199,4000,4.07849585781155
4,10,3,2,318,79,6.75465318084584,0.253288567822599,4000,4.71573500426806
5,10,3,2,318,79,7.21057756779326,0.333666341066685,4000,4.7393707808637
1,1,4,2,317,80,12.9385762345014,-0.203833273895546,4000,5.96338285537838
2,1,4,2,317,80,7.87151903853961,0.276743939666642,4000,6.66013936145999
3,1,4,2,318,79,9.85667563572222,0.0161051584096079,4000,7.43282843634513
4,1,4,2,318,79,6.22160206131234,0.312216147704765,4000,6.59550494323287
5,1,4,2,318,79,7.59305324807723,0.298321541416381,4000,6.75215456911211
1,2,4,2,317,80,11.0474115257948,-0.0278751961677033,4000,4.12130133875794
2,2,4,2,317,80,8.45094434669755,0.223504804553846,4000,5.6072920298813
3,2,4,2,318,79,7.79778017095527,0.221624412773266,4000,4.89197779815907
4,2,4,2,318,79,6.73167061376699,0.255829237953113,4000,5.82223808512144
5,2,4,2,318,79,7.66913924079657,0.291290390659651,4000,5.87232085477669
1,3,4,2,317,80,9.62221717486234,0.104727986000474,4000,4.08417636649947
2,3,4,2,317,80,10.9281086588688,-0.00410362686167343,4000,5.2693238651662
3,3,4,2,318,79,9.5316040578587,0.0485538521099902,4000,5.01976366114726
4,3,4,2,318,79,8.38897224222892,0.0726183403088051,4000,6.03520158011333
5,3,4,2,318,79,8.3961963972002,0.224102616764258,4000,5.24041925814174
1,4,4,2,317,80,9.85511372663405,0.0830587842802182,4000,3.65938097617552
2,4,4,2,317,80,10.0611755214064,0.0755524906556194,4000,4.77637421438841
3,4,4,2,318,79,9.05685163173984,0.0959437105525266,4000,4.79037503193441
4,4,4,2,318,79,8.02900984299997,0.112411358760214,4000,4.45251582957414
5,4,4,2,318,79,8.5454967514713,0.210305684354037,4000,4.3234611013019
1,5,4,2,317,80,11.3328195334369,-0.0544301779530749,4000,3.30656314332768
2,5,4,2,317,80,9.5684934010429,0.120821431456771,4000,4.1279432426726
3,5,4,2,318,79,8.60402155156595,0.141145277131968,4000,3.8752686947552
4,5,4,2,318,79,7.90699600158708,0.125899709357583,4000,4.58046405006071
5,5,4,2,318,79,8.56922495922479,0.208112946900808,4000,4.35201435840632
1,6,4,2,317,80,11.4025012818929,-0.0609135193852512,4000,3.20784210954389
2,6,4,2,317,80,8.56381279376716,0.213134152083359,4000,3.61525059623157
3,6,4,2,318,79,8.95497742786397,0.106112808876239,4000,3.5889418548222
4,6,4,2,318,79,7.63645508548563,0.155807387741065,4000,4.22393958002798
5,6,4,2,318,79,8.9600561442777,0.171996010204258,4000,4.32161509987627
1,7,4,2,317,80,11.1905812832575,-0.0411960217922103,4000,3.16219635315402
2,7,4,2,317,80,8.44059788476177,0.224455464936095,4000,3.43708058019139
3,7,4,2,318,79,9.05104921814886,0.0965229083482056,4000,3.53402132175445
4,7,4,2,318,79,7.88864399807273,0.127928481296072,4000,3.91600522368139
5,7,4,2,318,79,8.79835823069316,0.186938608267682,4000,4.2370221068202
1,8,4,2,317,80,11.2795901258433,-0.0494775980981048,4000,3.12604136528803
2,8,4,2,317,80,8.28735074280948,0.238536219057771,4000,3.35788378388034
3,8,4,2,318,79,8.91722726615888,0.109881035684497,4000,3.52231393523547
4,8,4,2,318,79,8.23299519406851,0.0898612455920755,4000,3.8806670829632
5,8,4,2,318,79,8.27649552365452,0.235164243977516,4000,4.11961095503101
1,9,4,2,317,80,11.2539095264343,-0.0470882192745148,4000,3.1228535652276
2,9,4,2,317,80,8.23968572363619,0.242915807522742,4000,3.36576645066097
3,9,4,2,318,79,9.07159950941594,0.0944715751890232,4000,3.52033323702698
4,9,4,2,318,79,8.26697029587621,0.0861053759345266,4000,3.8807787362977
5,9,4,2,318,79,8.07700484423334,0.253599293471407,4000,3.8924494583118
1,10,4,2,317,80,11.2564715336478,-0.0473265939979586,4000,3.12236987269045
2,10,4,2,317,80,8.24707732663987,0.242236647421392,4000,3.3631836142535
3,10,4,2,318,79,9.08033658632728,0.0935994388601699,4000,3.52034928027365
4,10,4,2,318,79,8.30125618799031,0.0823151491207209,4000,3.87664739695764
5,10,4,2,318,79,8.06469130455922,0.254737194820964,4000,3.87652213716303
1,1,5,2,317,80,12.8782689128896,-0.198222149526062,4000,5.99325296862039
2,1,5,2,317,80,7.94557562318216,0.269939424122937,4000,6.62007889166684
3,1,5,2,318,79,9.74035750056282,0.0277160521222903,4000,7.35305763051764
4,1,5,2,318,79,6.24209669903919,0.309950512463512,4000,6.63696684777924
5,1,5,2,318,79,7.70641631854489,0.287845594264793,4000,6.82096047710231
1,2,5,2,317,80,11.0351310439332,-0.0267325934256017,4000,4.12816889969862
2,2,5,2,317,80,8.42805969641385,0.225607506957951,4000,5.54942093485373
3,2,5,2,318,79,7.59027367181422,0.242337742667316,4000,4.90064285946556
4,2,5,2,318,79,6.79561917717448,0.248759870794027,4000,5.77281792803508
5,2,5,2,318,79,7.82573225264318,0.276819539529334,4000,5.91164271434791
1,3,5,2,317,80,10.2537648821084,0.0459674137198902,4000,3.77904010440014
2,3,5,2,317,80,10.2928094897322,0.0542693468875048,4000,4.90669327689573
3,3,5,2,318,79,9.57837419885185,0.0438852496151646,4000,4.78814226571636
4,3,5,2,318,79,7.72063796958966,0.146501162791959,4000,4.98357165715313
5,3,5,2,318,79,7.91257433724,0.268794412078066,4000,4.95102463312712
1,4,5,2,317,80,9.95871660466272,0.0734193471751,4000,3.66867040692016
2,4,5,2,317,80,9.67892103087422,0.110675047752087,4000,4.2665930518628
3,4,5,2,318,79,8.82199399401642,0.119387235205679,4000,4.34640036087745
4,4,5,2,318,79,8.37807545349249,0.0738229553357598,4000,4.16746976726047
5,4,5,2,318,79,7.84654581617495,0.274896146040647,4000,3.73227574698482
1,5,5,2,317,80,10.2753135928254,0.0439624748069475,4000,3.09596604807841
2,5,5,2,317,80,10.214143329906,0.0614974024329324,4000,3.85994952820705
3,5,5,2,318,79,9.70134219276061,0.0316105660038805,4000,3.51645661951051
4,5,5,2,318,79,7.497434216544,0.171175826263463,4000,4.09755892929196
5,5,5,2,318,79,7.48600849812686,0.308213608901048,4000,3.41102644489599
1,6,5,2,317,80,10.1799719899441,0.0528332649043078,4000,3.08525320044064
2,6,5,2,317,80,8.59406451975583,0.210354543211207,4000,3.35601911478536
3,6,5,2,318,79,9.6037034890478,0.0413568760655044,4000,3.2390143499602
4,6,5,2,318,79,7.5229315299342,0.168357156690278,4000,3.69336616502082
5,6,5,2,318,79,8.26559582209609,0.23617149172604,4000,3.25787967863874
1,7,5,2,317,80,9.84465950956108,0.0840314673743134,4000,2.95576589185239
2,7,5,2,317,80,8.78688157159745,0.192638000750053,4000,3.33893989818558
3,7,5,2,318,79,10.064173526513,-0.00460731219763022,4000,3.23881551738248
4,7,5,2,318,79,7.30842073729379,0.192070833307197,4000,3.4663273693358
5,7,5,2,318,79,8.30320439787081,0.23269606140612,4000,3.09470887772409
1,8,5,2,317,80,10.2571678745413,0.0456507919025213,4000,2.98860135102386
2,8,5,2,317,80,8.32656086755476,0.2349334887322,4000,3.04836303969806
3,8,5,2,318,79,10.0815971362857,-0.00634653954068209,4000,3.15980569274878
4,8,5,2,318,79,7.75452813920917,0.14275468219321,4000,3.35860172048674
5,8,5,2,318,79,8.1708380074577,0.244928116385699,4000,2.93235718500131
1,9,5,2,317,80,10.1502621843155,0.0555975298379888,4000,2.96050214074367
2,9,5,2,317,80,8.53149906755378,0.216103223008724,4000,2.90714612305665
3,9,5,2,318,79,10.1984346100514,-0.0180092737110009,4000,3.10554749142681
4,9,5,2,318,79,7.78138351367669,0.139785882079657,4000,3.33053618331842
5,9,5,2,318,79,8.46295189195381,0.217933702741094,4000,2.9127972773316
1,10,5,2,317,80,10.3181895742508,0.039973200241074,4000,2.94910347186236
2,10,5,2,317,80,8.5383763795869,0.215471317326681,4000,2.90404518397652
3,10,5,2,318,79,10.1673970882285,-0.0149111036234515,4000,3.06953870248676
4,10,5,2,318,79,7.81672761769431,0.135878672364603,4000,3.32384135214027
5,10,5,2,318,79,8.49149672543429,0.21529585810828,4000,2.9137619680763
